agent_level,title,dob,gender,marital_status,date_joined,status,substatus,termination_date,city_name,cluster_code,agent_code,supervisor_code,zone_code,region_code,designation
L2,Mr.,1963/09/01,Male,Married,2019/07/26,TERMINATED,RESIGNED UNAPPROVED,2020/08/10,Kandy,LA01001,AG103829,AG105437,ZONE115,RA222,Advisor
L2,Mr.,1999/12/01,Male,Single,2019/09/12,INFORCED,ACTIVE,,Ampara,LA01002,AG108887,AG106503,ZONE113,RA234,Advisor
L2,Ms.,1999/07/01,Female,Single,2019/09/30,TERMINATED,RESIGNED UNAPPROVED,2020/01/27,Kegalle,LA01001,AG101769,AG102207,ZONE106,RA286,Advisor
L2,Mr.,1998/03/01,Male,Single,2020/05/05,TERMINATED,AUTOTERMINATED,2020/10/14,Mannar,LA01004,AG103758,AG103073,ZONE101,RA265,Advisor
L2,Mr.,1994/04/01,Male,Single,2020/05/31,TERMINATED,RESIGNED UNAPPROVED,2020/09/17,Ampara,LA01002,AG103886,AG100385,ZONE105,RA236,Advisor
L2,Mr.,1985/06/01,Male,Single,2020/06/28,TERMINATED,RESIGNED UNAPPROVED,2021/02/22,Akuressa,LA01002,AG100548,AG108266,ZONE111,RA217,Advisor
L2,Ms.,1999/11/01,Female,Single,2020/06/29,SUSPENDED,SUSPENDED GENERAL,,Athurugiriya,LA01001,AG102890,AG105940,ZONE110,RA225,Advisor
L2,Mr.,1999/07/01,Male,Single,2020/08/14,INFORCED,ACTIVE,,Maho,LA01002,AG104902,AG108516,ZONE113,RA234,Advisor
L2,Mr.,1988/07/01,Male,Single,2020/08/27,TERMINATED,AUTOTERMINATED,2020/12/31,Kalmunai,LA01004,AG106663,AG105667,ZONE107,RA242,Advisor
L3,Mr.,1987/08/01,Male,Married,2020/12/30,INFORCED,ACTIVE,,Haputale,LA01001,AG105719,AG108376,ZONE115,RA288,Team Leader
L3,Mr.,1997/09/01,Male,Single,2020/12/31,INFORCED,ACTIVE,,Puttalam,LA01002,AG101202,AG107151,ZONE113,RA210,Team Leader
L2,Mrs.,1982/05/01,Female,Married,2021/01/08,INFORCED,ACTIVE,,Kadawatha,LA01001,AG104493,AG102412,ZONE110,RA201,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L1,,,,,2020/10/29,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,Mr.,1947/08/01,Male,,2014/09/23,INFORCED,ACTIVE,,Hatton,LA01001,,,,,
L1,Mr.,1979/10/01,Male,,2014/10/31,INFORCED,ACTIVE,,Madampe,LA01002,,,,,
L1,Mr.,1976/11/01,Male,,2016/03/30,INFORCED,ACTIVE,,Kimbulapitiya,LA01001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Mr.,1987/02/01,Male,,2021/01/18,INFORCED,ACTIVE,,Galle,LA01002,,,,,
L1,Ms.,1982/04/01,Female,,2020/11/13,TERMINATED,AUTOTERMINATED,2021/01/12,Anuradhapura,LA01006,,,,,
L1,Mr.,1996/01/01,,,2020/11/14,INFORCED,ACTIVE,,Ambathenna,LA01001,,,,,
L1,Ms.,,,,2020/11/17,TERMINATED,TERMINATED BY SFA,2021/02/28,MAKEHELWALA,LA01001,,,,,
L1,Mr.,,,,2020/11/27,TERMINATED,TERMINATED BY SFA,2021/02/15,MAHO,LA01002,,,,,
L1,Mrs.,,,,2020/11/30,INFORCED,ACTIVE,,JA ELA,LA01001,,,,,
L1,Mr.,,,,2020/12/23,INFORCED,ACTIVE,,ATHURUGIRIYA,LA01001,,,,,
L1,Ms.,,,,2021/01/25,INFORCED,ACTIVE,,KURUNEGALA,LA01001,,,,,
L2,Ms.,1992/02/01,Female,Single,2019/01/23,TERMINATED,RESIGNED APPROVED,2019/02/14,Badulla,LB02001,,,,,Advisor
L7,Mr.,,Male,,,INFORCED,,,,LA01002,,,,,Zonal Manager
L7,Mr.,,Male,,,INFORCED,,,,LA01003,,,,,Zonal Manager
L3,Mr.,1985/07/01,Male,,2012/09/14,INFORCED,ACTIVE,,Deiyandara,LA01002,AG102944,AG100407,ZONE111,RA274,Team Leader
L2,Mr.,1969/06/01,Male,,2000/03/20,INFORCED,ACTIVE,,Piliyandala,LA01002,AG108206,AG105411,ZONE114,RA247,Advisor
L6,Mr.,1974/12/01,Male,,2014/03/27,INFORCED,ACTIVE,,Moratuwa,LA01002,AG100845,AG101697,ZONE114,RA257,Regional Manager
L3,Mr.,1983/12/01,Male,,2005/03/28,INFORCED,ACTIVE,,Tambuttegama,LA01006,AG108212,AG102388,ZONE102,RA200,Team Leader
L2,Mrs.,1966/04/01,Female,,2015/07/03,TERMINATED,RESIGNED UNAPPROVED,2020/02/17,Ginigathena,LA01001,AG104141,AG107127,ZONE115,RA255,Advisor
L2,Mr.,1995/03/01,Male,,2015/07/03,INFORCED,ACTIVE,,Piliyandala,LA01002,AG102877,AG105411,ZONE114,RA247,Advisor
L2,Ms.,1995/04/01,Female,,2016/02/12,INFORCED,ACTIVE,,Moratuwa,LA01001,AG104857,AG103127,ZONE104,RA283,Advisor
L3,Mr.,1993/07/01,Male,,2014/09/04,INFORCED,ACTIVE,,Udawela,LA01002,AG108555,AG103943,ZONE113,RA232,Team Leader
L3,Mr.,1997/04/01,Male,,2016/10/27,INFORCED,ACTIVE,,Kottawa,LA01001,AG103991,AG102884,ZONE104,RA280,Team Leader
L2,Mrs.,1957/06/01,Female,,2016/12/15,TERMINATED,RESIGNED UNAPPROVED,2018/09/14,Yatawatta,LA01001,AG101911,AG100580,ZONE115,RA260,Advisor
L2,Mrs.,1986/05/01,Female,,2017/02/24,TERMINATED,RESIGNED APPROVED,2020/02/20,Negombo,LA01001,AG106551,AG106353,ZONE106,RA203,Advisor
L2,Mrs.,1979/05/01,Female,,2017/10/18,INFORCED,ACTIVE,,Colombo 03,LA01001,AG109063,AG102412,ZONE110,RA201,Advisor
L2,Mrs.,1991/11/01,Female,,2018/05/18,TERMINATED,RESIGNED APPROVED,2018/11/13,Colombo 03,LA01004,AG108309,AG107640,ZONE101,RA253,Advisor
L3,Mrs.,1989/04/01,Female,,2018/06/20,TERMINATED,TERMINATED BY SFA,2018/10/08,Colombo 03,LA01001,AG107948,AG101697,ZONE103,RA212,Team Leader
L2,Mrs.,1966/03/01,Female,Married,2018/09/04,TERMINATED,TERMINATED BY SFA,2019/03/12,Nakulugamuwa,LA01005,AG106267,AG103609,ZONE100,RA252,Advisor
L2,Mr.,1995/03/01,Male,Single,2018/09/06,TERMINATED,TERMINATED BY SFA,2019/03/12,Angunakolapelessa,LA01005,AG104664,AG101697,ZONE100,RA289,Advisor
L2,Mr.,1973/04/01,Male,Married,2018/10/10,SUSPENDED,SUSPENDED GENERAL,,Colombo 06,LA01001,AG105315,AG101697,ZONE110,RA237,Advisor
L2,Ms.,1989/12/01,Female,Single,2018/10/22,TERMINATED,RESIGNED APPROVED,2020/05/29,Jaffna,LA01004,AG106160,AG102212,ZONE101,RA215,Advisor
L2,Mrs.,1970/06/01,Female,Married,2019/04/10,INFORCED,ACTIVE,,Wattala,LA01001,AG101159,AG101600,ZONE104,RA264,Advisor
L2,Mrs.,1984/08/01,Female,Married,2019/04/29,TERMINATED,AUTOTERMINATED,2020/11/12,Maho,LA01002,AG104786,AG102011,ZONE113,RA291,Advisor
L2,Mr.,1985/08/01,Male,Married,2019/07/04,INFORCED,ACTIVE,,Palaviya,LA01002,AG105786,AG105426,ZONE113,RA210,Advisor
L2,Mr.,1975/03/01,Male,Married,2019/07/22,TERMINATED,AUTOTERMINATED,2020/10/13,Bemmulla,LA01001,AG107298,AG102730,ZONE106,RA286,Advisor
L2,Ms.,1998/01/01,Female,Single,2019/09/27,TERMINATED,RESIGNED APPROVED,2020/01/22,Kandy,LA01001,AG106964,AG103346,ZONE115,RA222,Advisor
L2,Mr.,1995/02/01,Male,Single,2019/10/02,TERMINATED,RESIGNED UNAPPROVED,2019/12/09,Dehiwala,LA01001,AG106814,AG106665,ZONE110,RA201,Advisor
L2,Ms.,1998/08/01,Female,Single,2019/10/30,TERMINATED,RESIGNED APPROVED,2020/07/06,Homagama,LA01001,AG105669,AG106598,ZONE110,RA248,Advisor
L2,Mr.,1999/09/01,Male,Single,2019/11/13,TERMINATED,RESIGNED UNAPPROVED,2020/07/28,Hatton,LA01001,AG101295,AG107072,ZONE115,RA205,Advisor
L2,Mr.,1971/07/01,Male,Married,2019/11/18,TERMINATED,RESIGNED UNAPPROVED,2020/07/01,Kelaniya,LA01001,AG108712,AG108134,ZONE104,RA263,Advisor
L2,Mr.,2000/03/01,Male,Single,2020/01/28,TERMINATED,RESIGNED UNAPPROVED,2020/09/15,Galle,LA01002,AG102867,AG103792,ZONE111,RA230,Advisor
L2,Mr.,1993/07/01,Male,Single,2020/02/20,TERMINATED,RESIGNED APPROVED,2020/07/20,Mulleriyawa,LA01001,AG107633,AG107221,ZONE104,RA280,Advisor
L2,Mrs.,1974/02/01,Female,Married,2020/04/13,TERMINATED,AUTOTERMINATED,2021/02/22,Homagama,LA01001,AG104218,AG100018,ZONE106,RA224,Advisor
L2,Ms.,1997/04/01,Female,Single,2020/08/31,TERMINATED,RESIGNED APPROVED,2021/02/02,Moratuwa,LA01001,AG100734,AG101697,ZONE110,RA201,Advisor
L2,Mrs.,1996/11/01,Female,Married,2020/09/29,INFORCED,ACTIVE,,Giriulla,LA01001,AG101033,AG105378,ZONE103,RA282,Advisor
L2,Mr.,1973/09/01,Male,Married,2020/12/31,INFORCED,ACTIVE,,Balalla,LA01006,AG104526,AG104026,ZONE102,RA200,Advisor
L2,Ms.,2000/11/01,Female,Single,2021/01/30,INFORCED,ACTIVE,,Horana,LA01002,AG101529,AG108431,ZONE114,RA257,Advisor
L2,Mr.,1984/03/01,Male,,2021/03/22,INFORCED,ACTIVE,,Kilinochchi,LA01004,AG106162,AG101782,ZONE101,RA250,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB05001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB07001,,,,,
L3,Mrs.,1980/12/01,Female,Single,2016/02/01,INFORCED,ACTIVE,,Kalmunai,LB01001,,,,,Team Leader
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Ms.,1999/02/01,Female,,2020/11/12,INFORCED,ACTIVE,,80000,LA01002,,,,,
L1,Mr.,2000/09/01,,,2020/11/14,TERMINATED,TERMINATED BY SFA,2021/02/25,WERELLAGAMA,LA01001,,,,,
L1,Ms.,,,,2020/11/17,TERMINATED,AUTOTERMINATED,2020/12/23,MATARA,LA01002,,,,,
L1,Mr.,,,,2020/11/26,INFORCED,ACTIVE,,NARAMMALA,LA01002,,,,,
L1,Ms.,,,,2020/12/17,INFORCED,ACTIVE,,GALLE,LA01002,,,,,
L3,Mr.,1989/03/01,Male,Single,2020/03/11,TERMINATED,AUTOTERMINATED,2020/06/25,Colombo 03,LB02001,,,,,Team Leader
L2,Mr.,2000/04/01,Male,Single,2020/08/04,TERMINATED,AUTOTERMINATED,2020/12/03,Colombo 08,LB02001,,,,,Advisor
L2,Ms.,1999/07/01,Female,Single,2020/02/10,INFORCED,ACTIVE,,Elpitiya,LB07001,,,,,Advisor
L11,Mrs.,,Female,,,INFORCED,,,,,,,,,National Manager
L3,Mrs.,1968/11/01,Female,,2003/02/20,INFORCED,ACTIVE,,Tissamaharama,LA01002,AG102195,AG104039,ZONE111,RA258,Team Leader
L2,Mrs.,1973/12/01,Female,,2016/06/28,INFORCED,ACTIVE,,Kadawatha,LA01001,AG103547,AG100153,ZONE104,RA243,Advisor
L2,Mr.,1997/01/01,Male,,2016/10/25,TERMINATED,RESIGNED APPROVED,2020/09/29,Kohilagedara,LA01001,AG106109,AG105381,ZONE103,RA202,Advisor
L2,Mr.,1991/10/01,Male,,2017/02/15,INFORCED,ACTIVE,,Colombo 03,LA01001,AG108503,AG101504,ZONE110,RA281,Advisor
L2,Mr.,1985/03/01,Male,,2017/06/05,TERMINATED,AUTOTERMINATED,2019/03/31,Pannala,LA01003,AG101018,AG101441,ZONE103,RA212,Advisor
L2,Mr.,1970/05/01,Male,,2017/09/12,INFORCED,ACTIVE,,Welpalla,LA01001,AG101086,AG103774,ZONE103,RA212,Advisor
L7,Mr.,1984/09/01,Male,,2016/06/15,TERMINATED,RESIGNED APPROVED,2019/09/11,Colombo 03,LA01002,AG107136,AG101697,ZONE111,RA207,Zonal Manager
L2,Mr.,1964/02/01,Male,,2018/02/14,SUSPENDED,SUSPENDED GENERAL,,Colombo 03,LA01001,AG105372,AG108449,ZONE106,RA224,Advisor
L2,Mr.,1986/12/01,Male,,2018/03/27,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01006,AG104620,AG101697,ZONE102,RA245,Advisor
L2,Mrs.,1976/10/01,Female,,2018/04/20,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01004,AG107390,AG108071,ZONE101,RA251,Advisor
L2,Ms.,1993/10/01,Female,,2018/05/04,TERMINATED,AUTOTERMINATED,2019/07/19,Colombo 03,LA01002,AG103937,AG100172,ZONE105,RA216,Advisor
L2,Mr.,1977/04/01,Male,,2018/05/10,SUSPENDED,SUSPENDED GENERAL,,Colombo 03,LA01001,AG103763,AG104228,ZONE110,RA248,Advisor
L2,Ms.,1994/09/01,Female,,2018/06/08,TERMINATED,AUTOTERMINATED,2019/01/22,Colombo 03,LA01002,AG106042,AG104038,ZONE111,RA207,Advisor
L2,Mr.,1987/06/01,Male,,2018/07/10,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01004,AG106011,AG106892,ZONE101,RA253,Advisor
L2,Mr.,1981/06/01,Male,Married,2018/08/22,TERMINATED,TERMINATED BY SFA,2019/05/16,Meetiyagoda,LA01002,AG103170,AG101927,ZONE111,RA278,Advisor
L2,Ms.,1996/04/01,Female,Single,2018/08/24,TERMINATED,AUTOTERMINATED,2019/03/31,Kandy,LA01001,AG102596,AG101697,ZONE115,RA222,Advisor
L2,Ms.,1993/09/01,Female,Single,2018/09/19,TERMINATED,TERMINATED BY SFA,2019/05/02,Tissamaharama,LA01002,AG100399,AG106300,ZONE111,RA228,Advisor
L2,Mr.,1998/06/01,Male,Single,2018/09/27,TERMINATED,AUTOTERMINATED,2019/07/19,Colombo 10,LA01001,AG103329,AG108033,ZONE106,RA203,Advisor
L2,Mr.,1983/06/01,Male,Single,2018/12/19,TERMINATED,TERMINATED BY SFA,2019/06/27,Boralesgamuwa,LA01002,AG102670,AG108431,ZONE114,RA257,Advisor
L2,Mrs.,1982/11/01,Female,Married,2019/01/23,INFORCED,ACTIVE,,Pita Kotte,LA01002,AG107121,AG104545,ZONE114,RA257,Advisor
L2,Mrs.,1983/05/01,Female,Married,2019/07/22,TERMINATED,RESIGNED UNAPPROVED,2020/09/17,Wattala,LA01001,AG108383,AG100018,ZONE106,RA224,Advisor
L2,Mrs.,1982/04/01,Female,Married,2019/09/12,TERMINATED,RESIGNED APPROVED,2020/09/07,Medirigiriya,LA01006,AG105743,AG107845,ZONE102,RA214,Advisor
L3,Ms.,1976/08/01,Female,Married,2020/01/06,TERMINATED,RESIGNED APPROVED,2020/02/17,Trincomalee,LA01004,AG104282,AG108143,ZONE107,RA277,Team Leader
L2,Mrs.,1984/07/01,Female,Married,2020/09/29,INFORCED,ACTIVE,,Danowita,LA01001,AG103841,AG102730,ZONE106,RA286,Advisor
L2,Mr.,1998/09/01,Male,,2020/10/19,INFORCED,ACTIVE,,Monnekulama,LA01001,AG102588,AG100192,ZONE103,RA218,Advisor
L2,Mrs.,1983/11/01,Female,Married,2021/02/25,INFORCED,ACTIVE,,Moratuwa,LA01001,AG107869,AG102062,ZONE110,RA237,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB05001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB05001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB07001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB04001,,,,,
L2,Ms.,1983/02/01,Female,Single,2020/01/27,INFORCED,ACTIVE,,Angunakolapelessa,LB01001,,,,,Advisor
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,Mr.,1987/09/01,Male,,2014/12/31,INFORCED,ACTIVE,,Malabe,LA01002,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Mr.,1982/11/01,Male,,2020/11/10,TERMINATED,AUTOTERMINATED,2020/12/14,WATTALA,LA01001,,,,,
L1,Mrs.,,,,2020/11/16,TERMINATED,TERMINATED BY SFA,2021/02/10,WRIYAPOLA,LA01002,,,,,
L1,Ms.,,,,2020/12/13,TERMINATED,AUTOTERMINATED,2021/01/29,ANURADHAPIURA,LA01006,,,,,
L2,Mr.,1993/11/01,Male,,2016/09/07,INFORCED,ACTIVE,,Kelaniya,LB02001,,,,,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LA01002,,,,,
L11,,,Male,,,INFORCED,,,,,,,,,National Manager
L2,Mr.,1944/11/01,Male,,2008/06/05,TERMINATED,AUTOTERMINATED,2019/11/25,Lonahettiya,LA01001,AG101887,AG107935,ZONE103,RA273,Advisor
L2,Mr.,1990/08/01,Male,,2013/09/12,INFORCED,ACTIVE,,Lunuwila,LA01002,AG104573,AG107341,ZONE113,RA213,Advisor
L2,Mr.,1981/02/01,Male,,2009/11/20,TERMINATED,AUTOTERMINATED,2019/08/20,Alampil,LA01004,AG102533,AG101363,ZONE101,RA250,Advisor
L2,Mr.,1985/02/01,Male,,2014/10/16,INFORCED,ACTIVE,,Tissamaharama,LA01002,AG108422,AG104039,ZONE111,RA258,Advisor
L2,Mr.,1997/01/01,Male,,2016/07/27,INFORCED,ACTIVE,,Marawila,LA01002,AG102923,AG107341,ZONE113,RA213,Advisor
L2,Mrs.,1976/09/01,Female,,2013/02/27,TERMINATED,AUTOTERMINATED,2019/03/31,Kalaoya,LA01006,AG104435,AG100345,ZONE102,RA200,Advisor
L2,Mr.,1984/08/01,Male,,2010/10/29,INFORCED,ACTIVE,,Polonnaruwa,LA01006,AG103459,AG108236,ZONE102,RA271,Advisor
L2,Mr.,1988/01/01,Male,,2017/03/15,TERMINATED,AUTOTERMINATED,2019/03/31,Polgahawela,LA01001,AG108045,AG107431,ZONE103,RA219,Advisor
L2,Mr.,1978/01/01,Male,,2016/10/24,TERMINATED,AUTOTERMINATED,2019/03/31,Kimbulapitiya,LA01001,AG100434,AG108685,ZONE106,RA238,Advisor
L2,Mr.,1968/11/01,Male,,2017/06/28,TERMINATED,AUTOTERMINATED,2018/10/31,Meetiyagoda,LA01002,AG107287,AG106318,ZONE109,RA227,Advisor
L2,Mrs.,1977/12/01,Female,,2017/10/20,TERMINATED,AUTOTERMINATED,2018/09/11,Colombo 03,LA01001,AG106731,AG108601,ZONE110,RA201,Advisor
L2,Ms.,1998/08/01,Female,,2017/12/21,TERMINATED,RESIGNED UNAPPROVED,2020/07/23,Colombo 03,LA01001,AG104289,AG101434,ZONE106,RA211,Advisor
L2,Ms.,1997/08/01,Female,,2018/01/11,TERMINATED,AUTOTERMINATED,2019/08/20,Colombo 03,LA01002,AG101583,AG104365,ZONE105,RA262,Advisor
L2,Mr.,1993/06/01,Male,,2018/04/25,TERMINATED,AUTOTERMINATED,2019/07/19,Colombo 03,LA01001,AG104549,AG100884,ZONE106,RA286,Advisor
L2,Mr.,1996/10/01,Male,,2018/06/26,INFORCED,ACTIVE,,Colombo 03,LA01001,AG102413,AG105330,ZONE115,RA260,Advisor
L2,Mr.,1989/03/01,Male,Married,2018/08/17,TERMINATED,AUTOTERMINATED,2019/05/02,Vitharandeniya,LA01005,AG101517,AG108381,ZONE100,RA289,Advisor
L3,Mrs.,1986/10/01,Female,Married,2018/09/28,INFORCED,ACTIVE,,Walahanduwa,LA01002,AG105925,AG109147,ZONE111,RA230,Team Leader
L2,Mr.,1981/03/01,Male,Married,2018/12/19,TERMINATED,AUTOTERMINATED,2019/07/25,Batticaloa,LA01004,AG103986,AG100405,ZONE107,RA272,Advisor
L2,Mr.,1973/06/01,Male,Married,2019/02/08,TERMINATED,AUTOTERMINATED,2019/07/19,Colombo 02,LA01001,AG105141,AG105466,ZONE110,RA246,Advisor
L2,Mr.,1956/09/01,Male,Married,2019/03/06,TERMINATED,AUTOTERMINATED,2019/11/25,Matugama,LA01001,AG105386,AG106362,ZONE115,RA222,Advisor
L2,Mr.,1991/03/01,Male,Married,2019/07/29,TERMINATED,RESIGNED UNAPPROVED,2020/06/22,Uragaha,LA01002,AG101428,AG107475,ZONE109,RA227,Advisor
L2,Mrs.,1996/03/01,Female,Single,2019/08/27,TERMINATED,RESIGNED APPROVED,2019/12/10,Tissamaharama,LA01002,AG109162,AG103317,ZONE111,RA258,Advisor
L2,Mr.,1981/10/01,Male,Married,2019/08/28,TERMINATED,RESIGNED UNAPPROVED,2020/01/29,Nugegoda,LA01002,AG106352,AG106683,ZONE114,RA247,Advisor
L2,Mr.,2000/06/01,Male,,2019/12/23,TERMINATED,RESIGNED APPROVED,2020/07/29,Chilaw,LA01003,AG107436,AG103943,ZONE113,RA287,Advisor
L2,Mr.,1991/03/01,Male,Single,2020/03/27,TERMINATED,AUTOTERMINATED,2020/11/11,Deniyaya,LA01002,AG106818,AG108080,ZONE111,RA217,Advisor
L2,Mrs.,1953/12/01,Female,Married,2020/05/30,TERMINATED,RESIGNED UNAPPROVED,2021/01/29,Galnewa,LA01006,AG107903,AG105781,ZONE102,RA256,Advisor
L2,Mr.,1993/10/01,Male,Single,2020/06/26,TERMINATED,RESIGNED UNAPPROVED,2021/03/19,Matara,LA01002,AG106899,AG101697,ZONE111,RA217,Advisor
L2,Mr.,1998/03/01,Male,Single,2020/10/09,INFORCED,ACTIVE,,Matara,LA01002,AG102766,AG107351,ZONE111,RA207,Advisor
L2,Mr.,1986/10/01,Male,Married,2020/12/10,INFORCED,ACTIVE,,Dikwella,LA01002,AG104399,AG101305,ZONE111,RA266,Advisor
L1,,,,,2001/12/14,TERMINATED,AUTOTERMINATED,2020/05/12,Colombo 03,LA01004,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LA01002,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB05001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L1,,,,,2020/10/29,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB07001,,,,,
L2,Ms.,1995/03/01,Female,,2018/05/14,TERMINATED,RESIGNED APPROVED,2019/05/27,Colombo 03,LB01001,,,,,Advisor
L2,Ms.,1999/03/01,Female,Single,2019/05/06,INFORCED,ACTIVE,,Palagala,LB01001,,,,,Advisor
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,,,,,2019/03/19,INFORCED,ACTIVE,,Colombo 05,LC02001,,,,,
L1,Mr.,1999/01/01,Male,,1990/10/24,INFORCED,ACTIVE,,Borella,LC01001,,,,,
L1,Mr.,1983/10/01,Male,,2014/12/31,INFORCED,ACTIVE,,Allaipiddi,LA01004,,,,,
L1,Mr.,1998/09/01,Male,,2016/09/11,INFORCED,ACTIVE,,Katugastota,LA01001,,,,,
L1,Mrs.,1972/01/01,Female,,2016/05/31,INFORCED,ACTIVE,,Lunuwila,LA01001,,,,,
L1,Ms.,1975/03/01,Female,,2020/08/25,INFORCED,ACTIVE,,Deraniyagala,LA01002,,,,,
L1,Ms.,,,,2020/11/23,TERMINATED,AUTOTERMINATED,2021/01/20,Nittambuwa,LA01001,,,,,
L1,Mr.,,,,2021/01/29,TERMINATED,TERMINATED BY SFA,2021/02/22,Vaharai,LA01004,,,,,
L3,Mr.,1982/11/01,Male,,2002/01/17,SUSPENDED,SUSPENDED GENERAL,,Kalutara,LA01002,AG108026,AG101697,ZONE109,RA284,Team Leader
L2,Ms.,1986/08/01,Female,,2010/11/26,TERMINATED,RESIGNED UNAPPROVED,2020/09/11,Hondiyadeniya,LA01001,AG102773,AG103869,ZONE115,RA255,Advisor
L6,Mr.,1981/04/01,Male,,2012/04/17,INFORCED,ACTIVE,,Kurunegala,LA01001,AG106552,AG101697,ZONE103,RA218,Regional Manager
L2,Mrs.,1961/06/01,Female,,2012/08/22,TERMINATED,AUTOTERMINATED,2020/10/14,Matara,LA01002,AG100185,AG103345,ZONE111,RA217,Advisor
L3,Mr.,1980/05/01,Male,,2009/06/26,TERMINATED,RESIGNED APPROVED,2018/11/06,Morawaka,LA01002,AG100614,AG101697,ZONE111,RA278,Team Leader
L2,Mrs.,1975/07/01,Female,,2014/03/10,TERMINATED,TERMINATED BY SFA,2019/07/26,Siyambalanduwa,LA01002,AG106007,AG105961,ZONE105,RA216,Advisor
L3,Mrs.,1975/02/01,Female,,2010/11/25,INFORCED,ACTIVE,,Kandy,LA01001,AG104058,AG100158,ZONE115,RA222,Team Leader
L2,Mr.,1993/09/01,Male,,2014/07/21,INFORCED,ACTIVE,,Atakalanpanna,LA01002,AG102406,AG106107,ZONE105,RA220,Advisor
L2,Ms.,1993/07/01,Female,,2014/11/24,INFORCED,ACTIVE,,Homagama,LA01001,AG102757,AG107221,ZONE104,RA280,Advisor
L2,Mr.,1987/04/01,Male,,2015/02/09,TERMINATED,TERMINATED BY SFA,2019/07/31,Colombo 09,LA01001,AG104133,AG107016,ZONE104,RA263,Advisor
L2,Ms.,1992/03/01,Female,,2016/07/25,INFORCED,ACTIVE,,Kanadeniyawala,LA01001,AG105532,AG105381,ZONE103,RA202,Advisor
L2,Mr.,1994/09/01,Male,,2016/11/16,TERMINATED,RESIGNED UNAPPROVED,2018/09/14,Matale,LA01001,AG102920,AG108234,ZONE115,RA260,Advisor
L2,Mr.,1976/05/01,Male,,2016/11/25,INFORCED,ACTIVE,,Harankahawa,LA01001,AG105720,AG101697,ZONE115,RA222,Advisor
L2,Mr.,1959/02/01,Male,,2017/02/01,TERMINATED,AUTOTERMINATED,2019/03/31,Peradeniya,LA01001,AG107530,AG101697,ZONE115,RA222,Advisor
L2,Ms.,1994/04/01,Female,,2017/02/27,INFORCED,ACTIVE,,Allaipiddi,LA01004,AG104225,AG106492,ZONE101,RA215,Advisor
L3,Mr.,1979/03/01,Male,,2017/03/20,TERMINATED,RESIGNED UNAPPROVED,2019/12/13,Trincomalee,LA01004,AG107797,AG108630,ZONE107,RA277,Team Leader
